nr,codice_unione,regione,provincia,descrizione_unione_di_comuni,data_costituzione,nr_comuni,comuni_appartenenti_allunione,pop_uomini,pop_donne,pop_totale
4, , , , , ,,TERZO,459,448,907
0,1010026210,PIEMONTE,ALESSANDRIA,UNIONE MONTANA SUOL D'ALERAMO,9-Lug-2013,10,,3066,3058,6124
1, , , , , ,,CARTOSIO,392,419,811
2, , , , , ,,CAVATORE,149,152,301
3, , , , , ,,DENICE,94,96,190
4, , , , , ,,MELAZZO,665,650,1315
5, , , , , ,,MERANA,100,85,185
6, , , , , ,,MONTECHIARO D'ACQUI,284,284,568
7, , , , , ,,MORBELLO,208,200,408
8, , , , , ,,PARETO,320,282,602
9, , , , , ,,PONTI,295,323,618
10, , , , , ,,SPIGNO MONFERRATO,559,567,1126
0,1010026260,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TERRE ALTE,25-Ott-2014,7,,1300,1241,2541
1, , , , , ,,ALBERA LIGURE,174,155,329
2, , , , , ,,CABELLA LIGURE,300,254,554
3, , , , , ,,CANTALUPO LIGURE,262,287,549
4, , , , , ,,CARREGA LIGURE,48,35,83
5, , , , , ,,FABBRICA CURONE,327,368,695
6, , , , , ,,MONGIARDINO LIGURE,98,79,177
7, , , , , ,,ROCCAFORTE LIGURE,91,63,154
0,1010026230,PIEMONTE,ALESSANDRIA,UNIONE MONTANA TRA LANGA E ALTO MONFERRATO,14-Ott-2013,5,,1565,1561,3126
1, , , , , ,,CASSINELLE,481,456,937
2, , , , , ,,GROGNARDO,156,140,296
3, , , , , ,,MALVICINO,36,48,84
4, , , , , ,,PRASCO,272,280,552
5, , , , , ,,VISONE,620,637,1257
0,1010026240,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI BORBERA E SPINTI,18-Feb-2015,4,,3519,3687,7206
1, , , , , ,,BORGHETTO DI BORBERA,991,1000,1991
2, , , , , ,,GRONDONA,273,272,545
3, , , , , ,,STAZZANO,1178,1247,2425
4, , , , , ,,VIGNOLE BORBERA,1077,1168,2245
0,1010026280,PIEMONTE,ALESSANDRIA,UNIONE MONTANA VALLI CURONE GRUE E OSSONA,1-Apr-2015,9,,1726,1694,3420
1, , , , , ,,BERZANO DI TORTONA,87,84,171
2, , , , , ,,BRIGNANO FRASCATA,224,227,451
3, , , , , ,,GARBAGNA,351,356,707
4, , , , , ,,MONLEALE,286,307,593
5, , , , , ,,MONTACUTO,168,138,306
6, , , , , ,,MONTEGIOCO,174,152,326
7, , , , , ,,MONTEMARZINO,164,177,341
8, , , , , ,,POZZOL GROPPO,183,182,365
9, , , , , ,,VOLPEGLINO,89,71,160
0,1010026290,PIEMONTE,ALESSANDRIA,UNIONE TERRE DI FIUME,27-Nov-2016,3,,3204,3458,6662
1, , , , , ,,ALLUVIONI PIOVERA,861,930,1791
2, , , , , ,,MOLINO DEI TORTI,335,318,653
3, , , , , ,,SALE,2008,2210,4218
0,1010076180,PIEMONTE,ASTI,COLLI DEL MONFERRATO,30-Dic-2014,2,,2132,2232,4364
1, , , , , ,,BALDICHIERI D'ASTI,554,560,1114
2, , , , , ,,VILLAFRANCA D'ASTI,1578,1672,3250
0,1010076010,PIEMONTE,ASTI,COMUNITA' COLLINARE TRA LANGA E MONFERRATO,1-Gen-2000,4,,6047,6286,12333
1, , , , , ,,CASTAGNOLE DELLE LANZE,1847,1937,3784
2, , , , , ,,COAZZOLO,161,155,316
3, , , , , ,,COSTIGLIOLE D'ASTI,2937,3032,5969
4, , , , , ,,MONTEGROSSO D'ASTI,1102,1162,2264
0,1010076080,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL RILATE,1-Gen-2000,12,,2962,3107,6069
1, , , , , ,,CAMERANO CASASCO,238,242,480
2, , , , , ,,CHIUSANO D'ASTI,107,119,226
3, , , , , ,,CINAGLIO,215,240,455
4, , , , , ,,CORSIONE,103,102,205
5, , , , , ,,CORTANZE,141,147,288
6, , , , , ,,COSSOMBRATO,264,277,541
7, , , , , ,,FRINCO,372,359,731
8, , , , , ,,MONTECHIARO D'ASTI,664,716,1380
9, , , , , ,,PIEA,307,305,612
10, , , , , ,,SETTIME,283,298,581
11, , , , , ,,SOGLIO,73,87,160
12, , , , , ,,VILLA SAN SECONDO,195,215,410
0,1010076090,PIEMONTE,ASTI,COMUNITA' COLLINARE VAL TIGLIONE E DINTORNI,1-Gen-2000,9,,4342,4460,8802
1, , , , , ,,AGLIANO TERME,819,854,1673
2, , , , , ,,AZZANO D'ASTI,196,223,419
3, , , , , ,,BELVEGLIO,163,163,326
4, , , , , ,,CASTELNUOVO CALCEA,372,393,765
5, , , , , ,,MOMBERCELLI,1143,1200,2343
6, , , , , ,,MONTALDO SCARAMPI,382,406,788
7, , , , , ,,ROCCA D'ARAZZO,470,474,944
8, , , , , ,,VIGLIANO D'ASTI,459,428,887
9, , , , , ,,VINCHIO,338,319,657
0,1010076040,PIEMONTE,ASTI,COMUNITA' COLLINARE VALTRIVERSA,1-Gen-2000,7,,2360,2290,4650
1, , , , , ,,CANTARANA,513,510,1023
2, , , , , ,,CASTELLERO,149,153,302
3, , , , , ,,CORTANDONE,163,160,323
4, , , , , ,,MARETTO,205,200,405
5, , , , , ,,MONALE,527,499,1026
6, , , , , ,,ROATTO,190,184,374
7, , , , , ,,SAN PAOLO SOLBRITO,613,584,1197
0,1010076110,PIEMONTE,ASTI,COMUNITA' COLLINARE VIA FULVIA,1-Gen-2001,5,,3516,3653,7169
1, , , , , ,,CASTELLO DI ANNONE,950,978,1928
2, , , , , ,,CERRO TANARO,337,333,670
3, , , , , ,,MASIO,733,732,1465
4, , , , , ,,REFRANCORE,797,872,1669
5, , , , , ,,ROCCHETTA TANARO,699,738,1437
0,1010076050,PIEMONTE,ASTI,COMUNITA' COLLINARE VIGNE E VINI,1-Gen-2000,11,,9095,9553,18648
1, , , , , ,,BRUNO,164,187,351
2, , , , , ,,CALAMANDRANA,877,907,1784
3, , , , , ,,CASTELLETTO MOLINA,82,102,184
4, , , , , ,,CASTELNUOVO BELBO,454,441,895
5, , , , , ,,CORTIGLIONE,287,289,576
6, , , , , ,,FONTANILE,280,286,566
7, , , , , ,,INCISA SCAPACCINO,1148,1128,2276
8, , , , , ,,MARANZANA,149,158,307
9, , , , , ,,MOMBARUZZO,579,574,1153
10, , , , , ,,NIZZA MONFERRATO,4981,5391,10372
11, , , , , ,,QUARANTI,94,90,184
0,1010076060,PIEMONTE,ASTI,DEI COLLI DIVINI NEL CUORE DEL MONFERRATO,1-Gen-2000,5,,2211,2395,4606
1, , , , , ,,CASTAGNOLE MONFERRATO,625,646,1271
2, , , , , ,,GRANA MONFERRATO,291,331,622
3, , , , , ,,MONTEMAGNO MONFERRATO,538,624,1162
4, , , , , ,,SCURZOLENGO,291,305,596
5, , , , , ,,VIARIGI,466,489,955
0,1010076220,PIEMONTE,ASTI,MONFERRATO E PIANALTO ASTIGIANO,25-Gen-2024,2,,3280,3398,6678
1, , , , , ,,MONTAFIA,462,442,904
2, , , , , ,,VILLANOVA D'ASTI,2818,2956,5774
0,1010076020,PIEMONTE,ASTI,MONFERRATO VALLE VERSA,1-Gen-2000,4,,3403,3614,7017
1, , , , , ,,CALLIANO MONFERRATO,685,707,1392
2, , , , , ,,CASTELL'ALFERO,1315,1435,2750
3, , , , , ,,PORTACOMARO,957,1019,1976
4, , , , , ,,TONCO,446,453,899
0,1010076210,PIEMONTE,ASTI,RIVIERA DEL MONFERRATO,6-Apr-2018,2,,1098,1146,2244
1, , , , , ,,COCCONATO,767,797,1564
2, , , , , ,,PIOVA' MASSAIA,331,349,680
0,1010076200,PIEMONTE,ASTI,TERRE ASTIANE,20-Mar-2015,2,,1492,1580,3072
1, , , , , ,,ISOLA D'ASTI,1019,1102,2121
2, , , , , ,,MONGARDINO,473,478,951
0,1010076140,PIEMONTE,ASTI,TERRE DI VINI E DI TARTUFI,29-Dic-2014,4,,5640,5780,11420
1, , , , , ,,CELLE ENOMONDO,230,250,480
2, , , , , ,,REVIGLIASCO D'ASTI,414,419,833
3, , , , , ,,SAN DAMIANO D'ASTI,4153,4220,8373
4, , , , , ,,TIGLIOLE,843,891,1734
0,1010076150,PIEMONTE,ASTI,UNIONE DALLA PIANA ALLE COLLINE,10-Gen-2015,4,,2918,2961,5879
1, , , , , ,,CELLARENGO,338,376,714
2, , , , , ,,DUSINO SAN MICHELE,520,524,1044
3, , , , , ,,FERRERE,792,810,1602
4, , , , , ,,VALFENERA,1268,1251,2519
0,1010076170,PIEMONTE,ASTI,UNIONE DEI COMUNI TERRE DEL TARTUFO,23-Dic-2014,5,,2428,2644,5072
1, , , , , ,,CASTELLETTO MERLI,247,237,484
2, , , , , ,,GRAZZANO BADOGLIO,300,318,618
3, , , , , ,,MONCALVO,1484,1700,3184
4, , , , , ,,ODALENGO PICCOLO,138,132,270
5, , , , , ,,PENANGO,259,257,516
0,1010076160,PIEMONTE,ASTI,UNIONE DI COMUNI FILARI E CASTELLI,20-Ott-2014,4,,6525,6912,13437
1, , , , , ,,CALOSSO,670,661,1331
2, , , , , ,,CANELLI,5080,5489,10569
3, , , , , ,,MOASCA,238,232,470
4, , , , , ,,SAN MARZANO OLIVETO,537,530,1067
0,1010076190,PIEMONTE,ASTI,UNIONE MONTANA LANGA ASTIGIANA VAL BORMIDA,31-Gen-2015,14,,3102,3163,6265
1, , , , , ,,BUBBIO,444,468,912
2, , , , , ,,CASSINASCO,294,296,590
3, , , , , ,,CASTEL BOGLIONE,324,290,614
4, , , , , ,,CESSOLE,204,216,420
5, , , , , ,,LOAZZOLO,161,176,337
6, , , , , ,,MOMBALDONE,118,103,221
7, , , , , ,,MONASTERO BORMIDA,454,552,1006
8, , , , , ,,MONTABONE,179,168,347
9, , , , , ,,OLMO GENTILE,48,42,90
10, , , , , ,,ROCCAVERANO,230,217,447
11, , , , , ,,ROCCHETTA PALAFEA,173,174,347
12, , , , , ,,SAN GIORGIO SCARAMPI,67,64,131
13, , , , , ,,SEROLE,73,69,142
14, , , , , ,,VESIME,333,328,661
0,1010076130,PIEMONTE,ASTI,UNIONE VALLI ASTIGIANE,18-Mar-2013,3,,1177,1299,2476
1, , , , , ,,CUNICO,252,276,528
2, , , , , ,,MONTIGLIO MONFERRATO,793,894,1687
3, , , , , ,,VIALE,132,129,261
0,1010966010,PIEMONTE,BIELLA,COMUNITA' COLLINARE TRA BARAGGIA E BRAMATERRA,1-Gen-2002,6,,1659,1733,3392
1, , , , , ,,BALOCCO,127,112,239
2, , , , , ,,BURONZO,431,485,916
3, , , , , ,,CARISIO,436,428,864
4, , , , , ,,CASTELLETTO CERVO,443,437,880
5, , , , , ,,GIFFLENGA,63,67,130
6, , , , , ,,VILLA DEL BOSCO,159,204,363
0,1010966040,PIEMONTE,BIELLA,UNIONE DEI COMUNI PREALPI BIELLESI,29-Apr-2014,3,,2324,2607,4931
1, , , , , ,,BRUSNENGO,1000,1168,2168
2, , , , , ,,MASSERANO,1061,1141,2202
3, , , , , ,,MEZZANA MORTIGLIENGO,263,298,561
0,1010966060,PIEMONTE,BIELLA,UNIONE MONTANA DEI COMUNI DEL BIELLESE ORIENTALE,22-Gen-2014,21,,19516,21197,40713
1, , , , , ,,AILOCHE,158,172,330
2, , , , , ,,BIOGLIO,493,493,986
3, , , , , ,,CALLABIANA,79,70,149
4, , , , , ,,CAMANDONA,172,187,359
5, , , , , ,,CAPRILE,108,98,206
6, , , , , ,,CASAPINTA,207,247,454
7, , , , , ,,COGGIOLA,951,1045,1996
8, , , , , ,,CREVACUORE,781,829,1610
9, , , , , ,,CURINO,223,230,453
10, , , , , ,,LESSONA,1375,1460,2835
11, , , , , ,,PETTINENGO,790,834,1624
12, , , , , ,,PIATTO,276,271,547
13, , , , , ,,PORTULA,661,704,1365
14, , , , , ,,PRAY,1073,1234,2307
15, , , , , ,,SOSTEGNO,348,403,751
16, , , , , ,,STRONA,570,587,1157
17, , , , , ,,VALDENGO,1248,1284,2532
18, , , , , ,,VALDILANA,5750,6317,12067
19, , , , , ,,VALLANZENGO,116,123,239
20, , , , , ,,VEGLIO,278,288,566
21, , , , , ,,VIGLIANO BIELLESE,3859,4321,8180
0,1010966070,PIEMONTE,BIELLA,UNIONE MONTANA VALLE DEL CERVO - LA BURSCH,16-Giu-2014,12,,7662,8040,15702
1, , , , , ,,ANDORNO MICCA,1638,1769,3407
2, , , , , ,,CAMPIGLIA CERVO,260,268,528
3, , , , , ,,MIAGLIANO,298,340,638
4, , , , , ,,PIEDICAVALLO,106,97,203
5, , , , , ,,PRALUNGO,1298,1341,2639
6, , , , , ,,RONCO BIELLESE,768,746,1514
7, , , , , ,,ROSAZZA,45,42,87
8, , , , , ,,SAGLIANO MICCA,780,874,1654
9, , , , , ,,TAVIGLIANO,492,468,960
10, , , , , ,,TERNENGO,142,156,298
11, , , , , ,,TOLLEGNO,1292,1353,2645
12, , , , , ,,ZUMAGLIA,543,586,1129
0,1010966050,PIEMONTE,BIELLA,UNIONE MONTANA VALLE ELVO,25-Set-2014,15,,10746,11583,22329
1, , , , , ,,CAMBURZANO,588,639,1227
2, , , , , ,,DONATO,357,362,719
3, , , , , ,,GRAGLIA,768,820,1588
4, , , , , ,,MAGNANO,197,181,378
5, , , , , ,,MONGRANDO,1924,2053,3977
6, , , , , ,,MUZZANO,290,324,614
7, , , , , ,,NETRO,508,507,1015
8, , , , , ,,OCCHIEPPO INFERIORE,1863,2117,3980
9, , , , , ,,OCCHIEPPO SUPERIORE,1340,1481,2821
10, , , , , ,,POLLONE,1034,1119,2153
11, , , , , ,,SALA BIELLESE,304,323,627
12, , , , , ,,SORDEVOLO,633,697,1330
13, , , , , ,,TORRAZZO,107,117,224
14, , , , , ,,ZIMONE,204,221,425
15, , , , , ,,ZUBIENA,629,622,1251
0,1010276010,PIEMONTE,CUNEO,COLLINE DI LANGA E DEL BAROLO,1-Gen-2001,15,,9761,9811,19572
1, , , , , ,,BAROLO,328,377,705
2, , , , , ,,CASTIGLIONE FALLETTO,363,345,708
3, , , , , ,,DOGLIANI,2388,2417,4805
4, , , , , ,,GRINZANE CAVOUR,948,990,1938
5, , , , , ,,LA MORRA,1373,1345,2718
6, , , , , ,,MONCHIERO,288,270,558
7, , , , , ,,MONFORTE D'ALBA,1007,1035,2042
8, , , , , ,,MONTELUPO ALBESE,257,274,531
9, , , , , ,,NOVELLO,518,505,1023
10, , , , , ,,RODDI,768,778,1546
11, , , , , ,,RODDINO,198,179,377
12, , , , , ,,RODELLO,501,503,1004
13, , , , , ,,SERRALUNGA D'ALBA,276,248,524
14, , , , , ,,SINIO,264,252,516
15, , , , , ,,VERDUNO,284,293,577
0,1010276090,PIEMONTE,CUNEO,COMUNITA' COLLINARE ROERO TARTUFO ED ARNEIS,1-Gen-2011,3,,2621,2659,5280
1, , , , , ,,MONTEU ROERO,822,845,1667
2, , , , , ,,SANTO STEFANO ROERO,671,736,1407
3, , , , , ,,VEZZA D'ALBA,1128,1078,2206
0,1010276260,PIEMONTE,CUNEO,UNIONE COLLINE DEL RIDDONE,20-Mag-2020,2,,1613,1672,3285
1, , , , , ,,CORNELIANO D'ALBA,987,1050,2037
2, , , , , ,,PIOBESI D'ALBA,626,622,1248
0,1010276210,PIEMONTE,CUNEO,UNIONE DEI COMUNI CASTELLI TRA ROERO E MONFERRATO,30-Dic-2015,3,,1855,1911,3766
1, , , , , ,,CASTELLINALDO D'ALBA,459,438,897
2, , , , , ,,GOVONE,1034,1123,2157
3, , , , , ,,SAN MARTINO ALFIERI,362,350,712
0,1010276050,PIEMONTE,CUNEO,UNIONE DEI COMUNI TERRE DELLA PIANURA,1-Gen-2006,3,,12366,12981,25347
1, , , , , ,,MARENE,1511,1544,3055
2, , , , , ,,MONASTEROLO DI SAVIGLIANO,656,701,1357
3, , , , , ,,SAVIGLIANO,10199,10736,20935
0,1010276030,PIEMONTE,CUNEO,UNIONE DEL FOSSANESE,1-Gen-2004,7,,19149,19264,38413
1, , , , , ,,BENE VAGIENNA,1844,1827,3671
2, , , , , ,,CERVERE,1075,1087,2162
3, , , , , ,,FOSSANO,12281,12429,24710
4, , , , , ,,GENOLA,1284,1312,2596
5, , , , , ,,SALMOUR,370,336,706
6, , , , , ,,SANT'ALBANO STURA,1213,1167,2380
7, , , , , ,,TRINITA',1082,1106,2188
0,1010276200,PIEMONTE,CUNEO,UNIONE MONTANA ALPI DEL MARE,28-Set-2015,5,,9917,10081,19998
1, , , , , ,,BOVES,4819,4906,9725
2, , , , , ,,CHIUSA DI PESIO,1829,1901,3730
3, , , , , ,,PEVERAGNO,2718,2763,5481
4, , , , , ,,ROASCHIA,75,63,138
5, , , , , ,,VALDIERI,476,448,924
0,1010276230,PIEMONTE,CUNEO,UNIONE MONTANA ALPI MARITTIME,12-Mar-2016,5,,4369,4445,8814
1, , , , , ,,ENTRACQUE,416,391,807
2, , , , , ,,LIMONE PIEMONTE,743,747,1490
3, , , , , ,,ROBILANTE,1203,1221,2424
4, , , , , ,,ROCCAVIONE,1425,1451,2876
5, , , , , ,,VERNANTE,582,635,1217
0,1010276110,PIEMONTE,CUNEO,UNIONE MONTANA ALTA LANGA,20-Mag-2014,38,,9821,9881,19702
1, , , , , ,,ALBARETTO DELLA TORRE,133,126,259
2, , , , , ,,ARGUELLO,102,99,201
3, , , , , ,,BELVEDERE LANGHE,182,188,370
4, , , , , ,,BENEVELLO,237,220,457
5, , , , , ,,BERGOLO,32,35,67
6, , , , , ,,BONVICINO,59,48,107
7, , , , , ,,BORGOMALE,199,190,389
8, , , , , ,,BOSIA,88,93,181
9, , , , , ,,BOSSOLASCO,328,348,676
10, , , , , ,,CAMERANA,325,330,655
11, , , , , ,,CASTELLETTO UZZONE,195,170,365
12, , , , , ,,CASTINO,258,242,500
13, , , , , ,,CERRETTO LANGHE,242,213,455
14, , , , , ,,CISSONE,44,38,82
15, , , , , ,,CORTEMILIA,1168,1220,2388
16, , , , , ,,COSSANO BELBO,516,514,1030
17, , , , , ,,CRAVANZANA,196,212,408
18, , , , , ,,FEISOGLIO,172,172,344
19, , , , , ,,GORZEGNO,163,159,322
20, , , , , ,,GOTTASECCA,90,84,174
21, , , , , ,,IGLIANO,43,41,84
22, , , , , ,,LEQUIO BERRIA,262,232,494
23, , , , , ,,LEVICE,125,121,246
24, , , , , ,,MOMBARCARO,131,143,274
25, , , , , ,,MONESIGLIO,341,371,712
26, , , , , ,,MURAZZANO,413,427,840
27, , , , , ,,NIELLA BELBO,199,202,401
28, , , , , ,,PAROLDO,114,114,228
29, , , , , ,,PERLETTO,159,146,305
30, , , , , ,,PEZZOLO VALLE UZZONE,172,182,354
31, , , , , ,,PRUNETTO,233,238,471
32, , , , , ,,ROCCHETTA BELBO,93,88,181
33, , , , , ,,SAN BENEDETTO BELBO,96,95,191
34, , , , , ,,SANTO STEFANO BELBO,2079,2176,4255
35, , , , , ,,SERRAVALLE LANGHE,175,148,323
36, , , , , ,,SOMANO,179,182,361
37, , , , , ,,TORRE BORMIDA,108,103,211
38, , , , , ,,TREZZO TINELLA,170,171,341
0,1010276130,PIEMONTE,CUNEO,UNIONE MONTANA ALTA VAL TANARO,20-Nov-2014,8,,2170,2157,4327
1, , , , , ,,ALTO,62,59,121
2, , , , , ,,BAGNASCO,505,533,1038
3, , , , , ,,BRIGA ALTA,29,19,48
4, , , , , ,,CAPRAUNA,63,57,120
5, , , , , ,,NUCETTO,221,211,432
6, , , , , ,,ORMEA,862,861,1723
7, , , , , ,,PERLO,67,59,126
8, , , , , ,,PRIOLA,361,358,719
0,1010276220,PIEMONTE,CUNEO,UNIONE MONTANA BARGE - BAGNOLO,24-Apr-2014,2,,6899,7002,13901
1, , , , , ,,BAGNOLO PIEMONTE,2978,3062,6040
2, , , , , ,,BARGE,3921,3940,7861
0,1010276140,PIEMONTE,CUNEO,UNIONE MONTANA DEI COMUNI DEL MONVISO,11-Mar-2014,6,,3341,3405,6746
1, , , , , ,,BRONDELLO,155,132,287
2, , , , , ,,GAMBASCA,211,197,408
3, , , , , ,,OSTANA,47,34,81
4, , , , , ,,PAESANA,1389,1479,2868
5, , , , , ,,PAGNO,287,285,572
6, , , , , ,,SANFRONT,1252,1278,2530
0,1010276240,PIEMONTE,CUNEO,UNIONE MONTANA DEL MONTE REGALE,31-Mag-2016,5,,3275,3386,6661
1, , , , , ,,BRIAGLIA,168,156,324
2, , , , , ,,MONASTEROLO CASOTTO,51,50,101
3, , , , , ,,NIELLA TANARO,509,526,1035
4, , , , , ,,SAN MICHELE MONDOVI',985,1049,2034
5, , , , , ,,VICOFORTE,1562,1605,3167
0,1010276180,PIEMONTE,CUNEO,UNIONE MONTANA DELLE VALLI MONREGALESI,28-Gen-2015,4,,1395,1502,2897
1, , , , , ,,MONASTERO DI VASCO,627,692,1319
2, , , , , ,,MONTALDO DI MONDOVI',271,300,571
3, , , , , ,,ROBURENT,259,254,513
4, , , , , ,,TORRE MONDOVI',238,256,494
0,1010276250,PIEMONTE,CUNEO,UNIONE MONTANA MONDOLÉ,1-Giu-2016,5,,6220,6228,12448
1, , , , , ,,FRABOSA SOPRANA,408,407,815
2, , , , , ,,FRABOSA SOTTANA,786,708,1494
3, , , , , ,,PIANFEI,1111,1111,2222
4, , , , , ,,ROCCAFORTE MONDOVI',1113,1035,2148
5, , , , , ,,VILLANOVA MONDOVI',2802,2967,5769
0,1010276170,PIEMONTE,CUNEO,UNIONE MONTANA VALLE GRANA,20-Mag-2014,8,,8599,8670,17269
1, , , , , ,,BERNEZZO,1820,1965,3785
2, , , , , ,,CARAGLIO,3357,3398,6755
3, , , , , ,,CASTELMAGNO,53,29,82
4, , , , , ,,CERVASCA,2434,2370,4804
5, , , , , ,,MONTEMALE DI CUNEO,112,106,218
6, , , , , ,,MONTEROSSO GRANA,271,265,536
7, , , , , ,,PRADLEVES,140,132,272
8, , , , , ,,VALGRANA,412,405,817
0,1010276160,PIEMONTE,CUNEO,UNIONE MONTANA VALLE MAIRA,7-Mag-2014,13,,5774,5990,11764
1, , , , , ,,ACCEGLIO,85,89,174
2, , , , , ,,CANOSIO,48,34,82
3, , , , , ,,CARTIGNANO,94,84,178
4, , , , , ,,CELLE DI MACRA,54,39,93
5, , , , , ,,DRONERO,3481,3724,7205
6, , , , , ,,ELVA,51,43,94
7, , , , , ,,MACRA,26,26,52
8, , , , , ,,MARMORA,38,36,74
9, , , , , ,,PRAZZO,83,92,175
10, , , , , ,,ROCCABRUNA,775,814,1589
11, , , , , ,,SAN DAMIANO MACRA,227,212,439
12, , , , , ,,STROPPO,54,53,107
13, , , , , ,,VILLAR SAN COSTANZO,758,744,1502
0,1010276190,PIEMONTE,CUNEO,UNIONE MONTANA VALLE STURA,23-Mag-2014,13,,9822,10149,19971
1, , , , , ,,AISONE,125,129,254
2, , , , , ,,ARGENTERA,43,36,79
3, , , , , ,,BORGO SAN DALMAZZO,5995,6377,12372
4, , , , , ,,DEMONTE,1024,1035,2059
5, , , , , ,,GAIOLA,314,286,600
6, , , , , ,,MOIOLA,131,121,252
7, , , , , ,,PIETRAPORZIO,50,41,91
8, , , , , ,,RITTANA,63,72,135
9, , , , , ,,ROCCASPARVERA,370,367,737
10, , , , , ,,SAMBUCO,50,50,100
11, , , , , ,,VALLORIATE,65,56,121
12, , , , , ,,VIGNOLO,1242,1245,2487
13, , , , , ,,VINADIO,350,334,684
0,1010276150,PIEMONTE,CUNEO,UNIONE MONTANA VALLE VARAITA,14-Gen-2014,11,,8530,8705,17235
1, , , , , ,,BELLINO,73,62,135
2, , , , , ,,BROSSASCO,580,529,1109
3, , , , , ,,COSTIGLIOLE SALUZZO,1682,1662,3344
4, , , , , ,,FRASSINO,148,142,290
5, , , , , ,,ISASCA,46,32,78
6, , , , , ,,MELLE,158,168,326
7, , , , , ,,PIASCO,1380,1441,2821
8, , , , , ,,PONTECHIANALE,91,91,182
9, , , , , ,,SAMPEYRE,527,542,1069
10, , , , , ,,VENASCA,723,749,1472
11, , , , , ,,VERZUOLO,3122,3287,6409
0,1010276120,PIEMONTE,CUNEO,UNIONE MONTANA VALLI MONGIA E CEVETTA-LANGA CEBANA-ALTA VALLE BORMIDA,14-Nov-2014,18,,5949,6174,12123
1, , , , , ,,BATTIFOLLO,118,116,234
2, , , , , ,,CASTELLINO TANARO,169,168,337
3, , , , , ,,CASTELNUOVO DI CEVA,63,76,139
4, , , , , ,,CEVA,2821,2936,5757
5, , , , , ,,CIGLIE',98,98,196
6, , , , , ,,LESEGNO,406,448,854
7, , , , , ,,LISIO,107,107,214
8, , , , , ,,MOMBASIGLIO,284,332,616
9, , , , , ,,MONTEZEMOLO,146,124,270
10, , , , , ,,PRIERO,240,247,487
11, , , , , ,,ROASCIO,45,38,83
12, , , , , ,,ROCCA CIGLIE',70,84,154
13, , , , , ,,SALE DELLE LANGHE,278,247,525
14, , , , , ,,SALE SAN GIOVANNI,88,90,178
15, , , , , ,,SALICETO,668,714,1382
16, , , , , ,,SCAGNELLO,105,102,207
17, , , , , ,,TORRESINA,30,35,65
18, , , , , ,,VIOLA,213,212,425
0,1010276270,PIEMONTE,CUNEO,UNIONE MONTANA VALLI TANARO E CASOTTO,20-Lug-2021,2,,1788,1903,3691
1, , , , , ,,GARESSIO,1617,1745,3362
2, , , , , ,,PAMPARATO,171,158,329
0,1010276100,PIEMONTE,CUNEO,UNIONE TERRE DAI MILLE COLORI,19-Lug-2014,3,,1734,1683,3417
1, , , , , ,,CASALGRASSO,718,730,1448
2, , , , , ,,LOMBRIASCO,540,516,1056
3, , , , , ,,OSASIO,476,437,913
0,1010526020,PIEMONTE,NOVARA,BASSA SESIA,1-Gen-2001,6,,2529,2731,5260
1, , , , , ,,CARPIGNANO SESIA,1217,1361,2578
2, , , , , ,,CASALEGGIO NOVARA,453,477,930
3, , , , , ,,CASTELLAZZO NOVARESE,158,165,323
4, , , , , ,,LANDIONA,281,309,590
5, , , , , ,,MANDELLO VITTA,114,130,244
6, , , , , ,,SILLAVENGO,306,289,595
0,1010526040,PIEMONTE,NOVARA,"DEI COMUNI COLLINARI DEL VERGANTE - BELGIRATE, LESA, MEINA -",1-Gen-2002,3,,2504,2834,5338
1, , , , , ,,BELGIRATE,250,296,546
2, , , , , ,,LESA,1042,1194,2236
3, , , , , ,,MEINA,1212,1344,2556
0,1010526030,PIEMONTE,NOVARA,NOVARESE 2000,1-Gen-2001,3,,2890,3042,5932
1, , , , , ,,BRIONA,575,659,1234
2, , , , , ,,CALTIGNAGA,1282,1303,2585
3, , , , , ,,FARA NOVARESE,1033,1080,2113
0,1010526070,PIEMONTE,NOVARA,UNIONE DEI COMUNI TERRE D'ACQUE,10-Nov-2014,2,,1425,1518,2943
1, , , , , ,,TORNACO,413,463,876
2, , , , , ,,VESPOLATE,1012,1055,2067
0,1010526080,PIEMONTE,NOVARA,UNIONE DEI COMUNI VALLE DELL'AGOGNA,29-Set-2014,2,,2786,2854,5640
1, , , , , ,,BOLZANO NOVARESE,595,581,1176
2, , , , , ,,INVORIO,2191,2273,4464
0,1010526060,PIEMONTE,NOVARA,UNIONE MONTANA DEI DUE LAGHI,16-Lug-2013,9,,4759,5067,9826
1, , , , , ,,AMENO,420,454,874
2, , , , , ,,ARMENO,1045,1156,2201
3, , , , , ,,BROVELLO-CARPUGNINO,362,359,721
4, , , , , ,,COLAZZA,223,240,463
5, , , , , ,,GIGNESE,482,461,943
6, , , , , ,,MASSINO VISCONTI,546,565,1111
7, , , , , ,,MIASINO,406,481,887
8, , , , , ,,NEBBIUNO,911,945,1856
9, , , , , ,,PISANO,364,406,770
0,1010816160,PIEMONTE,TORINO,COMUNITA' COLLINARE INTORNO AL LAGO,1-Gen-2003,8,,4420,4652,9072
1, , , , , ,,AZEGLIO,654,693,1347
2, , , , , ,,BORGO D'ALE,1280,1308,2588
